11.29 0.12 0.03 1.13 0.08
4.983 0.18 0.03 0.61 0.07
10.92 0.12 0.02 1.07 0.1
17.76 0.14 0.02 1.8 0.1
14.81 0.17 0.02 1.4 0.1
10.01 0.15 0.04 0.89 0.07
