15.97 0.12 0.03 1.13 0.08
7.047 0.18 0.03 0.61 0.07
15.44 0.12 0.02 1.07 0.1
25.12 0.14 0.02 1.8 0.1
20.94 0.17 0.02 1.4 0.1
14.16 0.15 0.04 0.89 0.07
