0 9.2909
17 -5.174
34 -9.1011
51 13.985
68 2.484
85 -12.517
1570 -12.914
1587 3.5613
1604 8.1568
1621 -8.7628
1638 -0.030525
1655 10.837
420 -10.8
437 10.037
454 -0.58208
471 -11.099
488 11.936
505 6.4948
770 11.887
787 -2.4062
804 -8.5569
821 9.2492
838 -1.4027
855 -9.6902
1170 -1.055
1187 -12.055
1204 7.2136
1221 3.8167
1238 -9.4659
1255 5.7161
